,Pedestrians_Count,Lockdown_Stage,Vehicle_Count,Covid_Cases
09-11-2014,437206,Stage 0,,0.0
09-11-2015,699897,Stage 0,,0.0
09-11-2016,486926,Stage 0,,0.0
09-11-2017,548230,Stage 0,,0.0
09-11-2018,803432,Stage 0,,0.0
09-11-2019,776748,Stage 0,21594.0,0.0
09-11-2020,128364,Stage 4,,0.0
09-12-2009,220302,Stage 0,,0.0
09-12-2010,162717,Stage 0,,0.0
09-12-2011,234731,Stage 0,,0.0
09-12-2012,276707,Stage 0,,0.0
09-12-2013,372838,Stage 0,,0.0
09-12-2014,516543,Stage 0,,0.0
09-12-2015,559732,Stage 0,,0.0
09-12-2016,590649,Stage 0,,0.0
09-12-2017,569329,Stage 0,,0.0
09-12-2018,800446,Stage 0,,0.0
09-12-2019,781524,Stage 0,22736.0,0.0
09-12-2020,84930,Stage 4,,0.0
10-01-2009,299991,Stage 0,,0.0
10-01-2010,348972,Stage 0,,0.0
10-01-2011,155447,Stage 0,,0.0
10-01-2012,307578,Stage 0,,0.0
10-01-2013,384580,Stage 0,,0.0
10-01-2014,500956,Stage 0,,0.0
10-01-2015,777692,Stage 0,,0.0
10-01-2016,541152,Stage 0,,0.0
10-01-2017,491805,Stage 0,,0.0
10-01-2018,812088,Stage 0,,0.0
10-01-2019,820375,Stage 0,17624.0,0.0
10-01-2020,161096,Stage 4,23245.0,0.0
10-02-2009,320747,Stage 0,,0.0
10-02-2010,227644,Stage 0,,0.0
10-02-2011,158940,Stage 0,,0.0
10-02-2012,315897,Stage 0,,0.0
10-02-2013,423719,Stage 0,,0.0
10-02-2014,517334,Stage 0,,0.0
10-02-2015,652706,Stage 0,,0.0
10-02-2016,406619,Stage 0,,0.0
10-02-2017,650927,Stage 0,,0.0
10-02-2018,819692,Stage 0,,0.0
10-02-2019,850179,Stage 0,12641.0,0.0
10-02-2020,164619,Stage 4,21213.0,0.0
10-03-2009,269773,Stage 0,,0.0
10-03-2010,199321,Stage 0,,0.0
10-03-2011,271194,Stage 0,,0.0
10-03-2012,331986,Stage 0,,0.0
10-03-2013,454030,Stage 0,,0.0
10-03-2014,599633,Stage 0,,0.0
10-03-2015,542282,Stage 0,,0.0
10-03-2016,528461,Stage 0,,0.0
10-03-2017,700162,Stage 0,,0.0
10-03-2018,795998,Stage 0,,0.0
10-03-2019,885373,Stage 0,13200.0,0.0
10-03-2020,141391,Stage 4,22359.0,2.0
10-04-2009,193217,Stage 0,,0.0
10-04-2010,258857,Stage 0,,0.0
10-04-2011,250448,Stage 0,,0.0
10-04-2012,329140,Stage 0,,0.0
10-04-2013,534957,Stage 0,,0.0
10-04-2014,486515,Stage 0,,0.0
10-04-2015,451117,Stage 0,,0.0
10-04-2016,516578,Stage 0,,0.0
10-04-2017,743727,Stage 0,,0.0
10-04-2018,828515,Stage 0,,0.0
10-04-2019,838920,Stage 0,18834.0,0.0
10-04-2020,112983,Stage 4,6811.0,15.0
10-05-2009,255353,Stage 0,,0.0
10-05-2010,264277,Stage 0,,0.0
10-05-2011,286799,Stage 0,,0.0
10-05-2012,353610,Stage 0,,0.0
10-05-2013,385041,Stage 0,,0.0
10-05-2014,366475,Stage 0,,0.0
10-05-2015,561247,Stage 0,,0.0
10-05-2016,582804,Stage 0,,0.0
10-05-2017,673736,Stage 0,,0.0
10-05-2018,934599,Stage 0,,0.0
10-05-2019,775279,Stage 0,21207.0,0.0
10-05-2020,111473,Stage 4,9805.0,5.0
10-06-2009,249777,Stage 0,,0.0
10-06-2010,252916,Stage 0,,0.0
10-06-2011,289019,Stage 0,,0.0
10-06-2012,204118,Stage 0,,0.0
10-06-2013,290175,Stage 0,,0.0
10-06-2014,433264,Stage 0,,0.0
10-06-2015,534950,Stage 0,,0.0
10-06-2016,661015,Stage 0,,0.0
10-06-2017,763346,Stage 0,,0.0
10-06-2018,719750,Stage 0,,0.0
10-06-2019,659508,Stage 0,13108.0,0.0
10-06-2020,112459,Stage 4,,7.0
10-07-2009,269939,Stage 0,,0.0
10-07-2010,283891,Stage 0,,0.0
10-07-2011,306050,Stage 0,,0.0
10-07-2012,174323,Stage 0,,0.0
10-07-2013,404085,Stage 0,,0.0
10-07-2014,457601,Stage 0,,0.0
10-07-2015,587563,Stage 0,,0.0
10-07-2016,651828,Stage 0,,0.0
10-07-2017,637972,Stage 0,,0.0
10-07-2018,547674,Stage 0,,0.0
10-07-2019,813739,Stage 0,22134.0,0.0
10-07-2020,115245,Stage 4,,282.0
10-08-2009,274241,Stage 0,,0.0
10-08-2010,315584,Stage 0,,0.0
10-08-2011,205243,Stage 0,,0.0
10-08-2012,268246,Stage 0,,0.0
10-08-2013,417348,Stage 0,,0.0
10-08-2014,476031,Stage 0,,0.0
10-08-2015,629696,Stage 0,,0.0
10-08-2016,573688,Stage 0,,0.0
10-08-2017,499737,Stage 0,,0.0
10-08-2018,709823,Stage 0,,0.0
10-08-2019,762589,Stage 0,20324.0,0.0
10-08-2020,125631,Stage 4,,292.0
10-09-2009,333624,Stage 0,,0.0
10-09-2010,218010,Stage 0,,0.0
10-09-2011,152123,Stage 0,,0.0
10-09-2012,276342,Stage 0,,0.0
10-09-2013,435652,Stage 0,,0.0
10-09-2014,509994,Stage 0,,0.0
10-09-2015,701303,Stage 0,,0.0
10-09-2016,375432,Stage 0,,0.0
10-09-2017,586012,Stage 0,,0.0
10-09-2018,633483,Stage 0,,0.0
10-09-2019,811329,Stage 0,22113.0,0.0
10-09-2020,144006,Stage 4,,34.0
10-10-2009,240153,Stage 0,,0.0
10-10-2010,188284,Stage 0,,0.0
10-10-2011,234365,Stage 0,,0.0
10-10-2012,278110,Stage 0,,0.0
10-10-2013,399850,Stage 0,,0.0
10-10-2014,581607,Stage 0,,0.0
10-10-2015,530790,Stage 0,,0.0
10-10-2016,521080,Stage 0,,0.0
10-10-2017,660856,Stage 0,,0.0
10-10-2018,742177,Stage 0,,0.0
10-10-2019,837773,Stage 0,24452.0,0.0
10-10-2020,154509,Stage 4,,12.0
10-11-2009,206622,Stage 0,,0.0
10-11-2010,265130,Stage 0,,0.0
10-11-2011,246329,Stage 0,,0.0
10-11-2012,275807,Stage 0,,0.0
10-11-2013,521498,Stage 0,,0.0
10-11-2014,464373,Stage 0,,0.0
10-11-2015,440025,Stage 0,,0.0
10-11-2016,564163,Stage 0,,0.0
10-11-2017,614791,Stage 0,,0.0
10-11-2018,797252,Stage 0,,0.0
10-11-2019,1015001,Stage 0,16385.0,0.0
10-11-2020,140357,Stage 4,,0.0
10-12-2009,257169,Stage 0,,0.0
10-12-2010,251072,Stage 0,,0.0
10-12-2011,264310,Stage 0,,0.0
10-12-2012,323345,Stage 0,,0.0
10-12-2013,460152,Stage 0,,0.0
10-12-2014,402496,Stage 0,,0.0
10-12-2015,515737,Stage 0,,0.0
10-12-2016,553275,Stage 0,,0.0
10-12-2017,677026,Stage 0,,0.0
10-12-2018,898086,Stage 0,,0.0
10-12-2019,891714,Stage 0,23703.0,0.0
10-12-2020,146003,Stage 4,,0.0
11-01-2009,179576,Stage 0,,0.0
11-01-2010,309530,Stage 0,,0.0
11-01-2011,132780,Stage 0,,0.0
11-01-2012,269171,Stage 0,,0.0
11-01-2013,528254,Stage 0,,0.0
11-01-2014,357056,Stage 0,,0.0
11-01-2015,446762,Stage 0,,0.0
11-01-2016,350967,Stage 0,,0.0
11-01-2017,693424,Stage 0,,0.0
11-01-2018,741618,Stage 0,,0.0
11-01-2019,825948,Stage 0,17636.0,0.0
11-01-2020,339667,Stage 2,21465.0,0.0
11-02-2009,317413,Stage 0,,0.0
11-02-2010,136482,Stage 0,,0.0
11-02-2011,234096,Stage 0,,0.0
11-02-2012,320289,Stage 0,,0.0
11-02-2013,384173,Stage 0,,0.0
11-02-2014,350928,Stage 0,,0.0
11-02-2015,597289,Stage 0,,0.0
11-02-2016,576381,Stage 0,,0.0
11-02-2017,720055,Stage 0,,0.0
11-02-2018,775937,Stage 0,,0.0
11-02-2019,524477,Stage 0,16883.0,0.0
11-02-2020,335642,Stage 2,21944.0,0.0
11-03-2009,139401,Stage 0,,0.0
11-03-2010,271493,Stage 0,,0.0
11-03-2011,251482,Stage 0,,0.0
11-03-2012,222609,Stage 0,,0.0
11-03-2013,303667,Stage 0,,0.0
11-03-2014,557262,Stage 0,,0.0
11-03-2015,395150,Stage 0,,0.0
11-03-2016,624483,Stage 0,,0.0
11-03-2017,801824,Stage 0,,0.0
11-03-2018,616112,Stage 0,,0.0
11-03-2019,510692,Stage 0,9975.0,0.0
11-03-2020,286980,Stage 2,22907.0,4.0
11-04-2009,275449,Stage 0,,0.0
11-04-2010,273633,Stage 0,,0.0
11-04-2011,296807,Stage 0,,0.0
11-04-2012,202407,Stage 0,,0.0
11-04-2013,489100,Stage 0,,0.0
11-04-2014,305228,Stage 0,,0.0
11-04-2015,573447,Stage 0,,0.0
11-04-2016,686466,Stage 0,,0.0
11-04-2017,728442,Stage 0,,0.0
11-04-2018,536549,Stage 0,,0.0
11-04-2019,688207,Stage 0,19203.0,0.0
11-04-2020,190675,Stage 2,9139.0,4.0
11-05-2009,280190,Stage 0,,0.0
11-05-2010,321628,Stage 0,,0.0
11-05-2011,198831,Stage 0,,0.0
11-05-2012,316257,Stage 0,,0.0
11-05-2013,309743,Stage 0,,0.0
11-05-2014,492080,Stage 0,,0.0
11-05-2015,533293,Stage 0,,0.0
11-05-2016,470935,Stage 0,,0.0
11-05-2017,588898,Stage 0,,0.0
11-05-2018,755213,Stage 0,,0.0
11-05-2019,526734,Stage 0,19710.0,0.0
11-05-2020,246692,Stage 2,14781.0,15.0
11-06-2009,323935,Stage 0,,0.0
11-06-2010,225526,Stage 0,,0.0
11-06-2011,144791,Stage 0,,0.0
11-06-2012,156088,Stage 0,,0.0
11-06-2013,479713,Stage 0,,0.0
11-06-2014,512572,Stage 0,,0.0
11-06-2015,611397,Stage 0,,0.0
11-06-2016,436948,Stage 0,,0.0
11-06-2017,793972,Stage 0,,0.0
11-06-2018,386770,Stage 0,,0.0
11-06-2019,753064,Stage 0,21197.0,0.0
11-06-2020,288551,Stage 2,,3.0
11-07-2009,226620,Stage 0,,0.0
11-07-2010,162408,Stage 0,,0.0
11-07-2011,263222,Stage 0,,0.0
11-07-2012,299212,Stage 0,,0.0
11-07-2013,452877,Stage 0,,0.0
11-07-2014,572309,Stage 0,,0.0
11-07-2015,545573,Stage 0,,0.0
11-07-2016,542015,Stage 0,,0.0
11-07-2017,476315,Stage 0,,0.0
11-07-2018,684866,Stage 0,,0.0
11-07-2019,726160,Stage 0,21954.0,0.0
11-07-2020,365548,Stage 2,,249.0
11-08-2009,162021,Stage 0,,0.0
11-08-2010,269842,Stage 0,,0.0
11-08-2011,251600,Stage 0,,0.0
11-08-2012,303153,Stage 0,,0.0
11-08-2013,482463,Stage 0,,0.0
11-08-2014,379657,Stage 0,,0.0
11-08-2015,465766,Stage 0,,0.0
11-08-2016,592874,Stage 0,,0.0
11-08-2017,765526,Stage 0,,0.0
11-08-2018,749477,Stage 0,,0.0
11-08-2019,795093,Stage 0,15731.0,0.0
11-08-2020,321671,Stage 2,,370.0
11-08-2020,321671,Stage 2,,370.0
11-09-2009,261251,Stage 0,,0.0
11-09-2010,279467,Stage 0,,0.0
11-09-2011,248059,Stage 0,,0.0
11-09-2012,314220,Stage 0,,0.0
11-09-2013,357337,Stage 0,,0.0
11-09-2014,356057,Stage 0,,0.0
11-09-2015,550326,Stage 0,,0.0
11-09-2016,576560,Stage 0,,0.0
11-09-2017,770028,Stage 0,,0.0
11-09-2018,790208,Stage 0,,0.0
11-09-2019,649751,Stage 0,22331.0,0.0
11-09-2020,262820,Stage 2,,35.0
11-10-2009,270457,Stage 0,,0.0
11-10-2010,253069,Stage 0,,0.0
11-10-2011,276018,Stage 0,,0.0
11-10-2012,252647,Stage 0,,0.0
11-10-2013,306180,Stage 0,,0.0
11-10-2014,467461,Stage 0,,0.0
11-10-2015,592849,Stage 0,,0.0
11-10-2016,632071,Stage 0,,0.0
11-10-2017,883232,Stage 0,,0.0
11-10-2018,663083,Stage 0,,0.0
11-10-2019,575873,Stage 0,25655.0,0.0
11-10-2020,264765,Stage 2,,14.0
11-11-2009,286689,Stage 0,,0.0
11-11-2010,276376,Stage 0,,0.0
11-11-2011,317959,Stage 0,,0.0
11-11-2012,214237,Stage 0,,0.0
11-11-2013,412879,Stage 0,,0.0
11-11-2014,493734,Stage 0,,0.0
11-11-2015,640890,Stage 0,,0.0
11-11-2016,730145,Stage 0,,0.0
11-11-2017,715955,Stage 0,,0.0
11-11-2018,563620,Stage 0,,0.0
11-11-2019,821511,Stage 0,21143.0,0.0
11-11-2020,224537,Stage 2,,0.0
11-12-2009,306185,Stage 0,,0.0
11-12-2010,282995,Stage 0,,0.0
11-12-2011,209122,Stage 0,,0.0
11-12-2012,281361,Stage 0,,0.0
11-12-2013,394555,Stage 0,,0.0
11-12-2014,533982,Stage 0,,0.0
11-12-2015,688901,Stage 0,,0.0
11-12-2016,552046,Stage 0,,0.0
11-12-2017,608434,Stage 0,,0.0
11-12-2018,717577,Stage 0,,0.0
11-12-2019,761853,Stage 0,24499.0,0.0
11-12-2020,287179,Stage 2,,0.0
12-01-2009,297283,Stage 0,,0.0
12-01-2010,278968,Stage 0,,0.0
12-01-2011,304222,Stage 0,,0.0
12-01-2012,255779,Stage 0,,0.0
12-01-2013,387364,Stage 0,,0.0
12-01-2014,467346,Stage 0,,0.0
12-01-2015,625150,Stage 0,,0.0
12-01-2016,646101,Stage 0,,0.0
12-01-2017,633222,Stage 0,,0.0
12-01-2018,747888,Stage 0,,0.0
12-01-2019,546495,Stage 0,13419.0,0.0
12-01-2020,316908,Stage 0,17271.0,0.0
12-02-2009,311997,Stage 0,,0.0
12-02-2010,282610,Stage 0,,0.0
12-02-2011,337800,Stage 0,,0.0
12-02-2012,223637,Stage 0,,0.0
12-02-2013,426164,Stage 0,,0.0
12-02-2014,498473,Stage 0,,0.0
12-02-2015,649315,Stage 0,,0.0
12-02-2016,719944,Stage 0,,0.0
12-02-2017,413507,Stage 0,,0.0
12-02-2018,556873,Stage 0,,0.0
12-02-2019,749690,Stage 0,17735.0,0.0
12-02-2020,366340,Stage 0,22653.0,0.0
12-03-2009,295609,Stage 0,,0.0
12-03-2010,323589,Stage 0,,0.0
12-03-2011,226609,Stage 0,,0.0
12-03-2012,291678,Stage 0,,0.0
12-03-2013,447377,Stage 0,,0.0
12-03-2014,482401,Stage 0,,0.0
12-03-2015,668547,Stage 0,,0.0
12-03-2016,602893,Stage 0,,0.0
12-03-2017,481926,Stage 0,,0.0
12-03-2018,719201,Stage 0,,0.0
12-03-2019,808277,Stage 0,18707.0,0.0
12-03-2020,392107,Stage 0,22716.0,9.0
12-04-2009,346304,Stage 0,,0.0
12-04-2010,218375,Stage 0,,0.0
12-04-2011,179104,Stage 0,,0.0
12-04-2012,279977,Stage 0,,0.0
12-04-2013,424291,Stage 0,,0.0
12-04-2014,518146,Stage 0,,0.0
12-04-2015,776975,Stage 0,,0.0
12-04-2016,420349,Stage 0,,0.0
12-04-2017,668895,Stage 0,,0.0
12-04-2018,777695,Stage 0,,0.0
12-04-2019,855511,Stage 0,19597.0,0.0
12-04-2020,493588,Stage 0,5329.0,1.0
12-05-2009,234506,Stage 0,,0.0
12-05-2010,191040,Stage 0,,0.0
12-05-2011,277214,Stage 0,,0.0
12-05-2012,300529,Stage 0,,0.0
12-05-2013,443741,Stage 0,,0.0
12-05-2014,568196,Stage 0,,0.0
12-05-2015,665767,Stage 0,,0.0
12-05-2016,590254,Stage 0,,0.0
12-05-2017,757394,Stage 0,,0.0
12-05-2018,841023,Stage 0,,0.0
12-05-2019,919269,Stage 0,14832.0,0.0
12-05-2020,489269,Stage 0,16297.0,5.0
12-06-2009,222543,Stage 0,,0.0
12-06-2010,260099,Stage 0,,0.0
12-06-2011,292482,Stage 0,,0.0
12-06-2012,329081,Stage 0,,0.0
12-06-2013,563086,Stage 0,,0.0
12-06-2014,467384,Stage 0,,0.0
12-06-2015,619551,Stage 0,,0.0
12-06-2016,631488,Stage 0,,0.0
12-06-2017,826142,Stage 0,,0.0
12-06-2018,767492,Stage 0,,0.0
12-06-2019,974729,Stage 0,21773.0,0.0
12-06-2020,404066,Stage 0,,4.0
12-07-2009,284574,Stage 0,,0.0
12-07-2010,256758,Stage 0,,0.0
12-07-2011,302518,Stage 0,,0.0
12-07-2012,374141,Stage 0,,0.0
12-07-2013,485860,Stage 0,,0.0
12-07-2014,354940,Stage 0,,0.0
12-07-2015,639904,Stage 0,,0.0
12-07-2016,704094,Stage 0,,0.0
12-07-2017,742048,Stage 0,,0.0
12-07-2018,737480,Stage 0,,0.0
12-07-2019,852666,Stage 0,22220.0,0.0
12-07-2020,311007,Stage 0,,163.0
12-08-2009,265490,Stage 0,,0.0
12-08-2010,245918,Stage 0,,0.0
12-08-2011,300427,Stage 0,,0.0
12-08-2012,239679,Stage 0,,0.0
12-08-2013,393661,Stage 0,,0.0
12-08-2014,493948,Stage 0,,0.0
12-08-2015,659590,Stage 0,,0.0
12-08-2016,679139,Stage 0,,0.0
12-08-2017,913806,Stage 0,,0.0
12-08-2018,656343,Stage 0,,0.0
12-08-2019,720321,Stage 0,20716.0,0.0
12-08-2020,376385,Stage 0,,235.0
12-09-2009,318823,Stage 0,,0.0
12-09-2010,289681,Stage 0,,0.0
12-09-2011,317501,Stage 0,,0.0
12-09-2012,233839,Stage 0,,0.0
12-09-2013,401525,Stage 0,,0.0
12-09-2014,503300,Stage 0,,0.0
12-09-2015,706915,Stage 0,,0.0
12-09-2016,768011,Stage 0,,0.0
12-09-2017,759334,Stage 0,,0.0
12-09-2018,550934,Stage 0,,0.0
12-09-2019,790868,Stage 0,23660.0,0.0
12-09-2020,448039,Stage 0,,38.0
12-10-2009,300799,Stage 0,,0.0
12-10-2010,325956,Stage 0,,0.0
12-10-2011,207816,Stage 0,,0.0
12-10-2012,314975,Stage 0,,0.0
12-10-2013,460305,Stage 0,,0.0
12-10-2014,522104,Stage 0,,0.0
12-10-2015,739517,Stage 0,,0.0
12-10-2016,643880,Stage 0,,0.0
12-10-2017,668967,Stage 0,,0.0
12-10-2018,792334,Stage 0,,0.0
12-10-2019,855754,Stage 0,22823.0,0.0
12-10-2020,438663,Stage 0,,11.0
12-11-2009,343592,Stage 0,,0.0
12-11-2010,226435,Stage 0,,0.0
12-11-2011,175558,Stage 0,,0.0
12-11-2012,329952,Stage 0,,0.0
12-11-2013,473900,Stage 0,,0.0
12-11-2014,513732,Stage 0,,0.0
12-11-2015,744363,Stage 0,,0.0
12-11-2016,545013,Stage 0,,0.0
12-11-2017,793143,Stage 0,,0.0
12-11-2018,831842,Stage 0,,0.0
12-11-2019,881085,Stage 0,22753.0,0.0
12-11-2020,543000,Stage 0,,0.0
12-12-2009,258706,Stage 0,,0.0
12-12-2010,171622,Stage 0,,0.0
12-12-2011,275337,Stage 0,,0.0
12-12-2012,337372,Stage 0,,0.0
12-12-2013,523381,Stage 0,,0.0
12-12-2014,601136,Stage 0,,0.0
12-12-2015,643844,Stage 0,,0.0
12-12-2016,647059,Stage 0,,0.0
12-12-2017,822951,Stage 0,,0.0
12-12-2018,815982,Stage 0,,0.0
12-12-2019,912221,Stage 0,24349.0,0.0
12-12-2020,595152,Stage 0,,0.0
13-01-2010,257970,Stage 0,,0.0
13-01-2011,228943,Stage 0,,0.0
13-01-2012,301391,Stage 0,,0.0
13-01-2013,210054,Stage 0,,0.0
13-01-2014,469680,Stage 0,,0.0
13-01-2015,428901,Stage 0,,0.0
13-01-2016,526676,Stage 0,,0.0
13-01-2017,532048,Stage 0,,0.0
13-01-2018,535466,Stage 0,,0.0
13-01-2019,503191,Stage 0,9172.0,0.0
13-01-2020,776131,Stage 0,20805.0,0.0
13-01-2021,358544,Stage 0,,0.0
13-02-2010,238486,Stage 0,,0.0
13-02-2011,164387,Stage 0,,0.0
13-02-2012,298704,Stage 0,,0.0
13-02-2013,308255,Stage 0,,0.0
13-02-2014,507259,Stage 0,,0.0
13-02-2015,577716,Stage 0,,0.0
13-02-2016,669691,Stage 0,,0.0
13-02-2017,514714,Stage 0,,0.0
13-02-2018,776160,Stage 0,,0.0
13-02-2019,714350,Stage 0,18259.0,0.0
13-02-2020,819376,Stage 0,22544.0,0.0
13-02-2021,109875,Stage 4,,2.0
13-03-2010,254013,Stage 0,,0.0
13-03-2011,218903,Stage 0,,0.0
13-03-2012,314675,Stage 0,,0.0
13-03-2013,279375,Stage 0,,0.0
13-03-2014,539927,Stage 0,,0.0
13-03-2015,728920,Stage 0,,0.0
13-03-2016,746962,Stage 0,,0.0
13-03-2017,566090,Stage 0,,0.0
13-03-2018,754838,Stage 0,,0.0
13-03-2019,824479,Stage 0,20317.0,0.0
13-03-2020,839718,Stage 0,23673.0,15.0
13-03-2021,397322,Stage 3,,0.0
13-04-2010,283887,Stage 0,,0.0
13-04-2011,287289,Stage 0,,0.0
13-04-2012,399223,Stage 0,,0.0
13-04-2013,250456,Stage 0,,0.0
13-04-2014,551418,Stage 0,,0.0
13-04-2015,562914,Stage 0,,0.0
13-04-2016,723817,Stage 0,,0.0
13-04-2017,699563,Stage 0,,0.0
13-04-2018,945614,Stage 0,,0.0
13-04-2019,751899,Stage 0,18447.0,0.0
13-04-2020,110739,Stage 3,6636.0,4.0
13-04-2021,554430,Stage 3,,0.0
13-05-2009,241830,Stage 0,,0.0
13-05-2010,268440,Stage 0,,0.0
13-05-2011,313168,Stage 0,,0.0
13-05-2012,151131,Stage 0,,0.0
13-05-2013,256325,Stage 0,,0.0
13-05-2014,427979,Stage 0,,0.0
13-05-2015,533158,Stage 0,,0.0
13-05-2016,793290,Stage 0,,0.0
13-05-2017,532369,Stage 0,,0.0
13-05-2018,566785,Stage 0,,0.0
13-05-2019,666884,Stage 0,19399.0,0.0
13-05-2020,189478,Stage 3,16270.0,7.0
13-05-2021,295516,Stage 0,,0.0
13-06-2009,193662,Stage 0,,0.0
13-06-2010,199477,Stage 0,,0.0
13-06-2011,167383,Stage 0,,0.0
13-06-2012,277294,Stage 0,,0.0
13-06-2013,236033,Stage 0,,0.0
13-06-2014,557362,Stage 0,,0.0
13-06-2015,517094,Stage 0,,0.0
13-06-2016,443408,Stage 0,,0.0
13-06-2017,530279,Stage 0,,0.0
13-06-2018,647042,Stage 0,,0.0
13-06-2019,716824,Stage 0,21841.0,0.0
13-06-2020,319338,Stage 3,,10.0
13-07-2009,245796,Stage 0,,0.0
13-07-2010,262858,Stage 0,,0.0
13-07-2011,262764,Stage 0,,0.0
13-07-2012,373579,Stage 0,,0.0
13-07-2013,206018,Stage 0,,0.0
13-07-2014,350906,Stage 0,,0.0
13-07-2015,480004,Stage 0,,0.0
13-07-2016,616785,Stage 0,,0.0
13-07-2017,629153,Stage 0,,0.0
13-07-2018,897761,Stage 0,,0.0
13-07-2019,605764,Stage 0,19956.0,0.0
13-07-2020,165339,Stage 3,,244.0
13-08-2009,285138,Stage 0,,0.0
13-08-2010,320307,Stage 0,,0.0
13-08-2011,201961,Stage 0,,0.0
13-08-2012,280952,Stage 0,,0.0
13-08-2013,261852,Stage 0,,0.0
13-08-2014,463055,Stage 0,,0.0
13-08-2015,576497,Stage 0,,0.0
13-08-2016,629893,Stage 0,,0.0
13-08-2017,505625,Stage 0,,0.0
13-08-2018,695855,Stage 0,,0.0
13-08-2019,744991,Stage 0,21938.0,0.0
13-08-2020,100450,Stage 4,,329.0
13-09-2009,162498,Stage 0,,0.0
13-09-2010,252179,Stage 0,,0.0
13-09-2011,248649,Stage 0,,0.0
13-09-2012,273758,Stage 0,,0.0
13-09-2013,445901,Stage 0,,0.0
13-09-2014,406805,Stage 0,,0.0
13-09-2015,538052,Stage 0,,0.0
13-09-2016,578316,Stage 0,,0.0
13-09-2017,585817,Stage 0,,0.0
13-09-2018,824492,Stage 0,,0.0
13-09-2019,911881,Stage 0,23908.0,0.0
13-09-2020,138705,Stage 4,,30.0
13-10-2009,251848,Stage 0,,0.0
13-10-2010,242890,Stage 0,,0.0
13-10-2011,278179,Stage 0,,0.0
13-10-2012,240623,Stage 0,,0.0
13-10-2013,301533,Stage 0,,0.0
13-10-2014,412819,Stage 0,,0.0
13-10-2015,578092,Stage 0,,0.0
13-10-2016,610406,Stage 0,,0.0
13-10-2017,746482,Stage 0,,0.0
13-10-2018,693407,Stage 0,,0.0
13-10-2019,748319,Stage 0,17286.0,0.0
13-10-2020,134898,Stage 4,,2.0
13-11-2009,351609,Stage 0,,0.0
13-11-2010,160432,Stage 0,,0.0
13-11-2011,166755,Stage 0,,0.0
13-11-2012,303132,Stage 0,,0.0
13-11-2013,406560,Stage 0,,0.0
13-11-2014,534646,Stage 0,,0.0
13-11-2015,767005,Stage 0,,0.0
13-11-2016,401012,Stage 0,,0.0
13-11-2017,722374,Stage 0,,0.0
13-11-2018,725514,Stage 0,,0.0
13-11-2019,813262,Stage 0,23363.0,0.0
13-11-2020,330106,Stage 2,,0.0
13-12-2009,206953,Stage 0,,0.0
13-12-2010,281115,Stage 0,,0.0
13-12-2011,281157,Stage 0,,0.0
13-12-2012,303439,Stage 0,,0.0
13-12-2013,551375,Stage 0,,0.0
13-12-2014,479015,Stage 0,,0.0
13-12-2015,554435,Stage 0,,0.0
13-12-2016,615701,Stage 0,,0.0
13-12-2017,783137,Stage 0,,0.0
13-12-2018,696310,Stage 0,,0.0
13-12-2019,987362,Stage 0,25022.0,0.0
13-12-2020,439515,Stage 0,,0.0
14-01-2010,278609,Stage 0,,0.0
14-01-2011,275763,Stage 0,,0.0
14-01-2012,196510,Stage 0,,0.0
14-01-2013,277955,Stage 0,,0.0
14-01-2014,404315,Stage 0,,0.0
14-01-2015,469651,Stage 0,,0.0
14-01-2016,612574,Stage 0,,0.0
14-01-2017,456663,Stage 0,,0.0
14-01-2018,634133,Stage 0,,0.0
14-01-2019,618408,Stage 0,13507.0,0.0
14-01-2020,732120,Stage 0,21615.0,0.0
14-01-2021,392842,Stage 0,,0.0
14-02-2010,253187,Stage 0,,0.0
14-02-2011,274752,Stage 0,,0.0
14-02-2012,326485,Stage 0,,0.0
14-02-2013,332958,Stage 0,,0.0
14-02-2014,601852,Stage 0,,0.0
14-02-2015,601566,Stage 0,,0.0
14-02-2016,682517,Stage 0,,0.0
14-02-2017,594850,Stage 0,,0.0
14-02-2018,835388,Stage 0,,0.0
14-02-2019,754779,Stage 0,18665.0,0.0
14-02-2020,848409,Stage 0,23430.0,0.0
14-02-2021,117671,Stage 4,,1.0
14-03-2010,287997,Stage 0,,0.0
14-03-2011,289712,Stage 0,,0.0
14-03-2012,315123,Stage 0,,0.0
14-03-2013,310610,Stage 0,,0.0
14-03-2014,625298,Stage 0,,0.0
14-03-2015,573160,Stage 0,,0.0
14-03-2016,650464,Stage 0,,0.0
14-03-2017,558199,Stage 0,,0.0
14-03-2018,794840,Stage 0,,0.0
14-03-2019,846115,Stage 0,20257.0,0.0
14-03-2020,626220,Stage 0,20925.0,5.0
14-03-2021,434290,Stage 3,,0.0
14-04-2010,296215,Stage 0,,0.0
14-04-2011,306350,Stage 0,,0.0
14-04-2012,271577,Stage 0,,0.0
14-04-2013,207988,Stage 0,,0.0
14-04-2014,542553,Stage 0,,0.0
14-04-2015,576960,Stage 0,,0.0
14-04-2016,745662,Stage 0,,0.0
14-04-2017,471177,Stage 0,,0.0
14-04-2018,597581,Stage 0,,0.0
14-04-2019,647560,Stage 0,12968.0,0.0
14-04-2020,137733,Stage 3,12441.0,3.0
14-04-2021,585798,Stage 3,,0.0
14-05-2009,252765,Stage 0,,0.0
14-05-2010,314897,Stage 0,,0.0
14-05-2011,184078,Stage 0,,0.0
14-05-2012,275084,Stage 0,,0.0
